Date,Tenant,Industry_Type,Number_of_Floors,Number_of_Employees,Day_of_Week,Acquired_Area,Base_Electricity_Reading,Electricity_Reading,Month
2019-12-20,TCS,Telecommunications,2,142,4,363434.6900430807,108.7164536581473,192.1892130064454,12
2019-12-21,Alcatel Lucent Technologies,Telecommunications,8,0,5,290068.3522488535,0.0,0.0,12
2019-12-22,Mavenir,Biotechnology,1,0,6,287955.1965214351,0.0,1.7018113130473964,12
2019-12-23,Colt Technologies,Technology,2,374,0,470980.6193328473,68.40388317706918,127.42009057234945,12
2019-12-24,Nokia Siemens Network India,Technology,2,285,1,94389.6278951662,79.28428673159986,142.46131737070013,12
2019-12-25,L and T,Manufacturing,9,145,2,380607.76996919076,183.62601643630825,335.8984314674777,12
2019-12-26,Mavenir,Biotechnology,8,155,3,287955.1965214351,124.38591718486263,228.92264916767863,12
2019-12-27,Cerner Health Care Solutions,Healthcare,3,205,4,297737.37737389834,183.16124903942466,330.27678095683046,12
2019-12-28,Nvidia Graphics,Semiconductors,2,0,5,31350.27225087647,0.0,4.008712740811669,12
2019-12-29,Colt Technologies,Technology,6,0,6,470980.6193328473,0.0,0.0,12
2019-12-30,Northern Operation Services,Outsourcing,1,75,0,90706.62617261536,13.650719028906543,19.744058128451936,12
2019-12-31,Cognizant,IT Services,9,58,1,98532.73588121487,93.60986797704793,165.18081600066623,12
2020-01-01,ANZ,Finance,5,254,2,235720.71443058396,121.49712964532961,222.95921183497543,1
2020-01-02,Jurimatrix,Consulting,4,489,3,226349.06235300525,150.88050984946176,278.9588597808882,1
2020-01-03,Cognizant,IT Services,5,129,4,98532.73588121487,127.44026032745539,239.08486873262368,1
2020-01-04,Fidelity,Finance,5,0,5,266099.3903756254,0.0,6.238052022133993,1
2020-01-05,Nokia Siemens Network India,Technology,3,0,6,94389.6278951662,0.0,10.140280637981963,1
2020-01-06,Target Operation,Consulting,1,377,0,82255.70289564463,47.60878754952864,89.15419671350526,1
2020-01-07,Cerner Health Care Solutions,Healthcare,3,377,1,297737.37737389834,172.04485066413378,312.10366263688206,1
2020-01-08,Data Craft India,Consulting,8,204,2,16705.69527864351,88.60476295751506,163.2619690978467,1
2020-01-09,ANZ,Finance,10,255,3,235720.71443058396,152.30787578959934,275.8879598799906,1
2020-01-10,Alcatel Lucent Technologies,Telecommunications,3,345,4,290068.3522488535,164.37158361049595,293.8570557381841,1
2020-01-11,Software Software Software,Travel,6,0,5,132242.80313614343,0.0,0.0,1
2020-01-12,Cognizant,IT Services,8,0,6,98532.73588121487,0.0,0.0,1
2020-01-13,Via.com,Software,2,185,0,30517.733222274303,36.80082373025154,67.40711815030707,1
2020-01-14,Philips,Technology,2,419,1,67038.4916708522,104.24495184392389,183.78671211294593,1
2020-01-15,Justdial,Electronics,4,342,2,28154.41451350742,141.5884470583314,252.991803177201,1
2020-01-16,ANZ,Finance,5,166,3,235720.71443058396,99.97851329060154,181.73303631930528,1
2020-01-17,Nvidia Graphics,Semiconductors,2,162,4,31350.27225087647,75.21200863721681,137.33381239748357,1
2020-01-18,Jurimatrix,Consulting,8,0,5,226349.06235300525,0.0,9.898334621779895,1
2020-01-19,Nokia Siemens Network India,Technology,6,0,6,94389.6278951662,0.0,3.5209262836459714,1
2020-01-20,Stylus Commercial Services,IT Services,8,222,0,336825.669668257,83.16891634764642,150.13491947519242,1
2020-01-21,ANZ,Finance,1,352,1,235720.71443058396,121.00807018272216,213.86193459156158,1
2020-01-22,Philips,Technology,8,424,2,67038.4916708522,136.3988796182641,246.70507774488712,1
2020-01-23,Mavenir,Biotechnology,1,361,3,287955.1965214351,132.11364573654802,243.50453955597865,1
2020-01-24,Software Software Software,Travel,4,115,4,132242.80313614343,82.1783775104068,146.87789589474994,1
2020-01-25,Colt Technologies,Technology,5,0,5,470980.6193328473,0.0,1.2839822716115763,1
2020-01-26,ANZ,Finance,5,0,6,235720.71443058396,0.0,0.0,1
2020-01-27,ANZ,Finance,9,152,0,235720.71443058396,60.504035091361075,114.44398375011164,1
2020-01-28,Northern Operation Services,Outsourcing,7,76,1,90706.62617261536,55.66348264555437,102.61282278593055,1
2020-01-29,TP Vision,Software,4,50,2,311951.2495387996,89.98806064592927,162.15026142362083,1
2020-01-30,Target Operation,Consulting,6,195,3,82255.70289564463,82.96963861094572,153.62129553441483,1
2020-01-31,Northern Operation Services,Outsourcing,10,81,4,90706.62617261536,105.43953526298469,191.6352668090942,1
2020-02-01,Nvidia Graphics,Semiconductors,5,0,5,31350.27225087647,0.0,0.0,2
2020-02-02,ANZ,Finance,4,0,6,235720.71443058396,0.0,0.0,2
2020-02-03,Nvidia Graphics,Semiconductors,8,339,0,31350.27225087647,61.42329837215179,130.7230160727526,2
2020-02-04,Software Software Software,Travel,1,396,1,132242.80313614343,95.46709607721066,187.84600278485522,2
2020-02-05,Mavenir,Biotechnology,10,143,2,287955.1965214351,133.8586166998318,255.74928375387933,2
2020-02-06,Target Operation,Consulting,7,235,3,82255.70289564463,96.93658372896769,198.73460001162854,2
2020-02-07,Cerner Health Care Solutions,Healthcare,5,331,4,297737.37737389834,258.32733292779534,515.6397948783888,2
2020-02-08,Alcatel Lucent Technologies,Telecommunications,10,0,5,290068.3522488535,0.0,0.0,2
2020-02-09,IBM,Engineering,4,0,6,29641.598150655183,0.0,0.0,2
2020-02-10,Philips,Technology,6,314,0,67038.4916708522,51.603864183666126,107.28888884323808,2
2020-02-11,Monsanto Holdings,Telecommunications,6,148,1,386333.2702978652,95.79298987547197,195.3094352055615,2
2020-02-12,Monsanto Holdings,Telecommunications,8,150,2,386333.2702978652,105.9346304452027,206.4194824294012,2
2020-02-13,L and T,Manufacturing,9,323,3,380607.76996919076,241.96120168415192,479.76642239066143,2
2020-02-14,TCS,Telecommunications,5,400,4,363434.6900430807,205.5880052476953,415.0068440681288,2
2020-02-15,Cerner Health Care Solutions,Healthcare,7,0,5,297737.37737389834,0.0,7.849342734120457,2
2020-02-16,Fidelity,Finance,6,0,6,266099.3903756254,0.0,2.7770750351654643,2
2020-02-17,Netscout System Software,Software,5,252,0,484544.04893449426,91.06458812868682,184.44427849056711,2
2020-02-18,IBM,Engineering,5,60,1,29641.598150655183,62.93672790468296,119.35999454094812,2
2020-02-19,Target Operation,Consulting,1,82,2,82255.70289564463,31.829131871111453,66.36492709472111,2
2020-02-20,Northern Operation Services,Outsourcing,8,192,3,90706.62617261536,82.14724613476973,163.83769140268188,2
2020-02-21,Colt Technologies,Technology,5,168,4,470980.6193328473,163.52588704604526,323.5429027961736,2
2020-02-22,Nokia Siemens Network India,Technology,9,0,5,94389.6278951662,0.0,10.410218274979467,2
2020-02-23,Alcatel Lucent Technologies,Telecommunications,5,0,6,290068.3522488535,0.0,0.0,2
2020-02-24,Northern Operation Services,Outsourcing,2,456,0,90706.62617261536,51.77982532898257,101.25805634982254,2
2020-02-25,Philips,Technology,9,323,1,67038.4916708522,120.63308277407148,237.76064833549955,2
2020-02-26,Nokia Siemens Network India,Technology,8,72,2,94389.6278951662,66.21527092654546,143.65403326563754,2
2020-02-27,Justdial,Electronics,10,82,3,28154.41451350742,107.43912117972312,208.22601341968607,2
2020-02-28,Alcatel Lucent Technologies,Telecommunications,3,230,4,290068.3522488535,130.91744417266406,260.90707860949345,2
2020-02-29,Fidelity,Finance,5,0,5,266099.3903756254,0.0,0.0,2
2020-03-01,Software Software Software,Travel,4,0,6,132242.80313614343,0.0,3.677181916136277,3
2020-03-02,ANZ,Finance,8,0,0,235720.71443058396,38.86315387098116,80.69888988049401,3
2020-03-03,Jurimatrix,Consulting,6,0,1,226349.06235300525,56.5499112831288,114.05397512333667,3
2020-03-04,Novell,Software,6,0,2,154033.50645799877,66.76609410507595,135.09456668083266,3
2020-03-05,Stylus Commercial Services,IT Services,6,0,3,336825.669668257,89.7068927431989,181.6394347825445,3
2020-03-06,TP Vision,Software,4,0,4,311951.2495387996,112.29070930198473,227.7632454020956,3
2020-03-07,Northern Operation Services,Outsourcing,2,0,5,90706.62617261536,0.0,0.8792514970644632,3
2020-03-08,Fidelity,Finance,1,0,6,266099.3903756254,0.0,0.0,3
2020-03-09,Stylus Commercial Services,IT Services,3,0,0,336825.669668257,34.28851898849827,69.72063063621674,3
2020-03-10,Northern Operation Services,Outsourcing,3,0,1,90706.62617261536,22.605735311498307,43.620429320098026,3
2020-03-11,TP Vision,Software,2,0,2,311951.2495387996,60.57785494286083,120.05791332618954,3
2020-03-12,Cerner Health Care Solutions,Healthcare,8,0,3,297737.37737389834,99.89047952839684,193.8050964019679,3
2020-03-13,Justdial,Electronics,4,0,4,28154.41451350742,52.82451055207123,107.98782956951185,3
2020-03-14,IBM,Engineering,5,0,5,29641.598150655183,0.0,0.0,3
2020-03-15,Cerner Health Care Solutions,Healthcare,4,0,6,297737.37737389834,0.0,3.3136319524118467,3
2020-03-16,Via.com,Software,1,0,0,30517.733222274303,5.920107742029684,10.474622978404618,3
2020-03-17,Justdial,Electronics,7,0,1,28154.41451350742,58.69871969843675,116.90443407903486,3
2020-03-18,Colt Technologies,Technology,5,0,2,470980.6193328473,74.78180245395949,149.013598265568,3
2020-03-19,IBM,Engineering,10,0,3,29641.598150655183,83.40950817948423,170.95530772475476,3
2020-03-20,Northern Operation Services,Outsourcing,4,0,4,90706.62617261536,40.722335230886465,82.48730170918178,3
2020-03-21,Cognizant,IT Services,4,0,5,98532.73588121487,0.0,3.365544678471801,3
2020-03-22,Nokia Siemens Network India,Technology,7,0,6,94389.6278951662,0.0,0.0,3
2020-03-23,Netscout System Software,Software,3,0,0,484544.04893449426,46.65517751705349,93.82066038080471,3
2020-03-24,Monsanto Holdings,Telecommunications,5,0,1,386333.2702978652,62.05253182617554,126.29690690116034,3
2020-03-25,Jurimatrix,Consulting,7,0,2,226349.06235300525,61.921813251598785,108.06726886708172,3
2020-03-26,Andritz,Engineering,6,0,3,105823.38138647184,63.910253211554696,120.40547508647259,3
2020-03-27,Via.com,Software,8,0,4,30517.733222274303,94.42918964288613,188.96338983297142,3
2020-03-28,Software Software Software,Travel,8,0,5,132242.80313614343,0.0,7.561876214318151,3
2020-03-29,L and T,Manufacturing,2,0,6,380607.76996919076,0.0,0.0,3
2020-03-30,Andritz,Engineering,8,0,0,105823.38138647184,39.8292728653163,74.06005864459236,3
2020-03-31,TCS,Telecommunications,2,0,1,363434.6900430807,45.192192826552784,90.14807363836324,3
2020-04-01,TP Vision,Software,7,0,2,311951.2495387996,97.34061207169637,196.19982985135738,4
2020-04-02,IBM,Engineering,4,0,3,29641.598150655183,36.16463062225055,76.06958263766806,4
2020-04-03,TP Vision,Software,6,0,4,311951.2495387996,134.2245769120636,263.7936361836791,4
2020-04-04,ANZ,Finance,6,0,5,235720.71443058396,0.0,2.589163417998932,4
2020-04-05,Monsanto Holdings,Telecommunications,8,0,6,386333.2702978652,0.0,0.0,4
2020-04-06,Netscout System Software,Software,7,0,0,484544.04893449426,61.3602803685877,114.04316631857493,4
2020-04-07,IBM,Engineering,4,0,1,29641.598150655183,36.16463062225055,76.27889944507851,4
2020-04-08,Target Operation,Consulting,5,0,2,82255.70289564463,35.69690128840984,73.45521628497184,4
2020-04-09,Target Operation,Consulting,4,0,3,82255.70289564463,30.32499931993986,62.86542585781674,4
2020-04-10,Netscout System Software,Software,6,0,4,484544.04893449426,172.0808530360443,345.8313355687997,4
2020-04-11,ANZ,Finance,10,0,5,235720.71443058396,0.0,0.0,4
2020-04-12,Andritz,Engineering,1,0,6,105823.38138647184,0.0,1.5975775019313587,4
2020-04-13,Stylus Commercial Services,IT Services,10,0,0,336825.669668257,58.94001621573437,116.91372489091461,4
2020-04-14,Mavenir,Biotechnology,4,0,1,287955.1965214351,60.81911780809584,122.72596806652913,4
2020-04-15,Monsanto Holdings,Telecommunications,6,0,2,386333.2702978652,66.92832056162301,133.26487719291464,4
2020-04-16,Novell,Software,7,0,3,154033.50645799877,74.11864553084305,149.65466281547106,4
2020-04-17,Justdial,Electronics,1,0,4,28154.41451350742,18.09506383193521,44.363996687000935,4
2020-04-18,Target Operation,Consulting,6,0,5,82255.70289564463,0.0,0.26919923628509185,4
2020-04-19,Mavenir,Biotechnology,8,0,6,287955.1965214351,0.0,7.670716189552133,4
2020-04-20,Justdial,Electronics,5,0,0,28154.41451350742,21.588149422261946,41.93923514178241,4
2020-04-21,Andritz,Engineering,5,0,1,105823.38138647184,56.03610695201575,109.31973669212094,4
2020-04-22,Alcatel Lucent Technologies,Telecommunications,9,0,2,290068.3522488535,72.1683387071225,146.26286297009761,4
2020-04-23,TCS,Telecommunications,7,0,3,363434.6900430807,69.5711365037901,136.30538811621682,4
2020-04-24,Northern Operation Services,Outsourcing,9,0,4,90706.62617261536,75.7424651183855,155.92832791771175,4
2020-04-25,Monsanto Holdings,Telecommunications,3,0,5,386333.2702978652,0.0,0.0,4
2020-04-26,Data Craft India,Consulting,7,0,6,16705.69527864351,0.0,0.0,4
2020-04-27,Software Software Software,Travel,5,0,0,132242.80313614343,18.72819090597946,33.68685662676274,4
2020-04-28,Stylus Commercial Services,IT Services,8,0,1,336825.669668257,103.79346258733382,204.89191954184193,4
2020-04-29,Nokia Siemens Network India,Technology,1,0,2,94389.6278951662,14.976431182919459,34.90432110547701,4
2020-04-30,TCS,Telecommunications,2,0,3,363434.6900430807,45.192192826552784,96.55678130158316,4
2020-05-01,Philips,Technology,10,0,4,67038.4916708522,87.72674791166445,177.93780005615832,5
2020-05-02,Netscout System Software,Software,1,0,5,484544.04893449426,0.0,6.103281710917709,5
2020-05-03,Data Craft India,Consulting,8,0,6,16705.69527864351,0.0,5.673385044660235,5
2020-05-04,IBM,Engineering,7,0,0,29641.598150655183,29.893534700433698,57.42510938558681,5
2020-05-05,Mavenir,Biotechnology,2,0,1,287955.1965214351,48.35503949892588,94.88066024309673,5
2020-05-06,Justdial,Electronics,2,0,2,28154.41451350742,19.8926675636546,43.21557213641494,5
2020-05-07,Alcatel Lucent Technologies,Telecommunications,7,0,3,290068.3522488535,62.41676123622757,123.68965511099545,5
2020-05-08,Monsanto Holdings,Telecommunications,3,0,4,386333.2702978652,78.0111652595355,155.78405291413958,5
2020-05-09,TCS,Telecommunications,9,0,5,363434.6900430807,0.0,0.0,5
2020-05-10,Stylus Commercial Services,IT Services,3,0,6,336825.669668257,0.0,5.81569002004433,5
2020-05-11,Novell,Software,9,0,0,154033.50645799877,44.41187419118864,80.21965821317914,5
2020-05-12,Novell,Software,9,0,1,154033.50645799877,88.82374838237727,165.6786869240266,5
2020-05-13,Netscout System Software,Software,1,0,2,484544.04893449426,78.60525218257276,154.07572842799905,5
2020-05-14,Novell,Software,2,0,3,154033.50645799877,37.35588840200752,71.98415902274186,5
2020-05-15,ANZ,Finance,10,0,4,235720.71443058396,134.17197427380162,264.5677762413228,5
2020-05-16,Fidelity,Finance,9,0,5,266099.3903756254,0.0,1.6143381539225348,5
2020-05-17,Stylus Commercial Services,IT Services,9,0,6,336825.669668257,0.0,0.0,5
2020-05-18,Northern Operation Services,Outsourcing,3,0,0,90706.62617261536,11.302867655749154,25.075607213304774,5
2020-05-19,Novell,Software,1,0,1,154033.50645799877,30.00333697624042,56.65771072520498,5
2020-05-20,Fidelity,Finance,9,0,2,266099.3903756254,87.55379575765751,176.28424621651743,5
2020-05-21,Fidelity,Finance,6,0,3,266099.3903756254,69.21406590987792,141.56383312680586,5
2020-05-22,Nokia Siemens Network India,Technology,5,0,4,94389.6278951662,53.28065468840936,111.20705408969869,5
2020-05-23,Philips,Technology,8,0,5,67038.4916708522,0.0,1.0907268166588155,5
2020-05-24,Philips,Technology,10,0,6,67038.4916708522,0.0,0.0,5
2020-05-25,Netscout System Software,Software,3,0,0,484544.04893449426,46.65517751705349,86.74456948895495,5
2020-05-26,Cognizant,IT Services,2,0,1,98532.73588121487,27.96645250337923,53.73638112711243,5
2020-05-27,L and T,Manufacturing,6,0,2,380607.76996919076,111.52634927605203,227.77982556108745,5
2020-05-28,Alcatel Lucent Technologies,Telecommunications,2,0,3,290068.3522488535,38.037817558990255,76.62183150248447,5
2020-05-29,TCS,Telecommunications,7,0,4,363434.6900430807,103.77105913255477,208.81906253167725,5
2020-05-30,TCS,Telecommunications,3,0,5,363434.6900430807,0.0,0.0,5
2020-05-31,Via.com,Software,8,0,6,30517.733222274303,0.0,0.0,5
2020-06-01,Via.com,Software,4,0,0,30517.733222274303,16.948934880680344,37.26646447877723,6
2020-06-02,L and T,Manufacturing,8,0,1,380607.76996919076,127.91263726701935,253.7773980493104,6
2020-06-03,Colt Technologies,Technology,2,0,2,470980.6193328473,59.2234503050852,117.33147641761619,6
2020-06-04,Cerner Health Care Solutions,Healthcare,1,0,3,297737.37737389834,49.78327735080174,91.98305281812887,6
2020-06-05,L and T,Manufacturing,2,0,4,380607.76996919076,117.4677154364217,241.10483549632374,6
2020-06-06,Mavenir,Biotechnology,4,0,5,287955.1965214351,0.0,0.0,6
2020-06-07,Netscout System Software,Software,9,0,6,484544.04893449426,0.0,0.1988598972038072,6
2020-06-08,Northern Operation Services,Outsourcing,6,0,0,90706.62617261536,18.346421775221323,34.23596933157877,6
2020-06-09,TP Vision,Software,1,0,1,311951.2495387996,53.22530351709373,109.99356117354615,6
2020-06-10,L and T,Manufacturing,2,0,2,380607.76996919076,78.75377329411737,162.35544059724322,6
2020-06-11,Andritz,Engineering,4,0,3,105823.38138647184,48.1619606924768,85.67629202713894,6
2020-06-12,Fidelity,Finance,2,0,4,266099.3903756254,66.76484299500774,127.71371809228864,6
2020-06-13,L and T,Manufacturing,7,0,5,380607.76996919076,0.0,1.1330253673752397,6
2020-06-14,Cerner Health Care Solutions,Healthcare,1,0,6,297737.37737389834,0.0,0.0,6
2020-06-15,Justdial,Electronics,4,0,0,28154.41451350742,17.70754420878373,40.46472761652126,6
2020-06-16,Fidelity,Finance,5,0,1,266099.3903756254,63.10082262728472,128.02292283191733,6
2020-06-17,Philips,Technology,8,0,2,67038.4916708522,48.44232880329475,96.13295526965655,6
2020-06-18,Philips,Technology,2,0,3,67038.4916708522,17.32562450554616,33.4032863913901,6
2020-06-19,ANZ,Finance,3,0,4,235720.71443058396,70.34314619441862,135.61645571493116,6
2020-06-20,Netscout System Software,Software,5,0,5,484544.04893449426,0.0,0.0,6
2020-06-21,Target Operation,Consulting,8,0,6,82255.70289564463,0.0,6.342846487195498,6
